Cleburne County (AR)'s Birthday,02/20,1883
Cleveland County (AR)'s Birthday,04/17,1873
Columbia County (AR)'s Birthday,12/17,1852
Conway County (AR)'s Birthday,10/20,1825
Craighead County (AR)'s Birthday,02/19,1859
Crawford County (AR)'s Birthday,10/18,1820
Crittenden County (AR)'s Birthday,10/22,1825
Cross County (AR)'s Birthday,11/15,1862
Dallas County (AR)'s Birthday,01/01,1845
Desha County (AR)'s Birthday,12/12,1838
Drew County (AR)'s Birthday,11/26,1846
Faulkner County (AR)'s Birthday,04/12,1873
Franklin County (AR)'s Birthday,12/19,1837
Fulton County (AR)'s Birthday,12/21,1842
Garland County (AR)'s Birthday,04/05,1873
Grant County (AR)'s Birthday,02/04,1869
Greene County (AR)'s Birthday,11/05,1833
Hempstead County (AR)'s Birthday,12/15,1818
Hot Spring County (AR)'s Birthday,11/02,1829
Howard County (AR)'s Birthday,04/17,1873
Independence County (AR)'s Birthday,10/20,1820
Izard County (AR)'s Birthday,10/27,1825
Jackson County (AR)'s Birthday,11/05,1829
Jefferson County (AR)'s Birthday,11/02,1829
Johnson County (AR)'s Birthday,11/16,1833
Lafayette County (AR)'s Birthday,10/15,1827
Lawrence County (AR)'s Birthday,01/15,1815
Lee County (AR)'s Birthday,04/17,1873
Lincoln County (AR)'s Birthday,03/28,1871
Little River County (AR)'s Birthday,03/05,1867
Logan County (AR)'s Birthday,03/22,1871
Lonoke County (AR)'s Birthday,04/16,1874
Madison County (AR)'s Birthday,09/30,1836
Marion County (AR)'s Birthday,09/25,1836
Miller County (AR)'s Birthday,04/01,1820
Mississippi County (AR)'s Birthday,11/01,1833
Monroe County (AR)'s Birthday,11/02,1829
Montgomery County (AR)'s Birthday,12/09,1842
Nevada County (AR)'s Birthday,03/20,1871
Newton County (AR)'s Birthday,12/14,1842
Ouachita County (AR)'s Birthday,11/29,1842
Perry County (AR)'s Birthday,12/18,1840
Phillips County (AR)'s Birthday,05/01,1820
Pike County (AR)'s Birthday,11/01,1833
Poinsett County (AR)'s Birthday,02/28,1838
Polk County (AR)'s Birthday,11/30,1844
Pope County (AR)'s Birthday,11/02,1829
Prairie County (AR)'s Birthday,11/25,1846
Pulaski County (AR)'s Birthday,12/15,1818
Randolph County (AR)'s Birthday,10/29,1835
St. Francis County (AR)'s Birthday,10/13,1827
Saline County (AR)'s Birthday,11/02,1835
Scott County (AR)'s Birthday,11/05,1833
Searcy County (AR)'s Birthday,12/13,1838
Sebastian County (AR)'s Birthday,01/06,1851
Sevier County (AR)'s Birthday,10/17,1828
Sharp County (AR)'s Birthday,07/18,1868
Stone County (AR)'s Birthday,04/21,1873
Union County (AR)'s Birthday,11/02,1829
Van Buren County (AR)'s Birthday,11/11,1833
Washington County (AR)'s Birthday,10/17,1828
White County (AR)'s Birthday,10/23,1835
Woodruff County (AR)'s Birthday,11/26,1862
Yell County (AR)'s Birthday,12/05,1840
Alameda County (CA)'s Birthday,03/25,1853
Alpine County (CA)'s Birthday,03/16,1864
Amador County (CA)'s Birthday,05/01,1854
Butte County (CA)'s Birthday,02/18,1850
